ID_ligne,ID_client,Segment,ID_commande,ID_produit,Categorie,Date_de_commande,Date_d_expedition,Montant_des_ventes,Quantite,Profit,Remise
2370,PP-18895,Grand public,ES-2012-3353574,PRO-MA-10002856,Produits technologiques,22-2-12,26-2-12,476.982,3,39.67,0.4
2371,PP-18895,Grand public,ES-2012-3353574,FOU-CL-10000117,Fournitures de bureau,22-2-12,26-2-12,22.86,2,8.22,0.0
2372,PP-18895,Grand public,ES-2012-3353574,MOB-ME-10003873,Mobilier,22-2-12,26-2-12,102.78,2,29.76,0.0
2373,RP-19825,Grand public,ES-2014-5242886,FOU-ST-10003953,Fournitures de bureau,20-12-14,25-12-14,248.52,4,12.36,0.0
2374,AB-10495,Entreprise,ES-2012-5693005,FOU-AR-10004327,Fournitures de bureau,8-11-12,8-11-12,368.34,7,69.93,0.0
2375,AB-10495,Entreprise,ES-2012-5693005,FOU-ÉT-10002397,Fournitures de bureau,8-11-12,8-11-12,34.29,3,8.19,0.0
2376,AB-10495,Entreprise,ES-2012-5693005,MOB-BI-10001994,Mobilier,8-11-12,8-11-12,769.176,6,299.02,0.1
2377,AB-10495,Entreprise,ES-2012-5693005,MOB-ME-10003967,Mobilier,8-11-12,8-11-12,85.02,2,13.56,0.0
2378,CN-12190,Grand public,ES-2015-3926182,MOB-BI-10001020,Mobilier,31-3-15,31-3-15,2953.584,8,754.7,0.1
2379,CN-12190,Grand public,ES-2015-3926182,FOU-ST-10003810,Fournitures de bureau,31-3-15,31-3-15,462.348,4,-46.33,0.1
2380,CN-12190,Grand public,ES-2015-3926182,FOU-AR-10004880,Fournitures de bureau,31-3-15,31-3-15,80.52,4,20.88,0.0
2381,RP-19675,Petite et moyenne entreprise,ES-2012-2719699,FOU-AR-10003128,Fournitures de bureau,2-12-12,8-12-12,70.56,3,1.35,0.0
2382,SM-20455,Grand public,ES-2015-1856946,FOU-ÉL-10003801,Fournitures de bureau,24-12-15,28-12-15,48.78,3,24.39,0.0
2383,SM-20455,Grand public,ES-2015-1856946,FOU-CL-10002040,Fournitures de bureau,24-12-15,28-12-15,55.92,8,27.36,0.0
2384,AL-11485,Petite et moyenne entreprise,IT-2013-5084286,PRO-TÉ-10000249,Produits technologiques,18-4-13,19-4-13,191.592,4,-60.77,0.4
2385,AL-11485,Petite et moyenne entreprise,IT-2013-5084286,PRO-PH-10003151,Produits technologiques,18-4-13,19-4-13,171.09,1,66.72,0.0
2386,LR-16510,Grand public,ES-2015-5916334,FOU-ST-10000723,Fournitures de bureau,25-11-15,27-11-15,293.58,6,88.02,0.0
2387,LR-16510,Grand public,ES-2015-5916334,FOU-AR-10001404,Fournitures de bureau,25-11-15,27-11-15,69.75,3,13.23,0.0
2388,DC-13600,Entreprise,ES-2015-4381460,FOU-AR-10002119,Fournitures de bureau,27-5-15,2-6-15,27.96,1,1.11,0.0
2389,DC-13600,Entreprise,ES-2015-4381460,FOU-AR-10004485,Fournitures de bureau,27-5-15,2-6-15,66.33,3,11.88,0.0
2390,IT-15805,Entreprise,ES-2014-4250728,PRO-PH-10003379,Produits technologiques,19-6-14,22-6-14,591.948,12,-642.85,0.65
2391,MG-17050,Grand public,ES-2014-2989764,FOU-EN-10001650,Fournitures de bureau,30-1-14,2-2-14,122.16,4,59.76,0.0
2392,MG-17050,Grand public,ES-2014-2989764,MOB-ME-10001777,Mobilier,30-1-14,2-2-14,188.76,4,39.6,0.0
2393,PP-19150,Grand public,ES-2015-2826329,FOU-AR-10002732,Fournitures de bureau,5-8-15,9-8-15,214.8,4,0.0,0.0
2394,PP-19150,Grand public,ES-2015-2826329,FOU-ST-10003978,Fournitures de bureau,5-8-15,9-8-15,52.86,2,21.66,0.0
2395,PP-19150,Grand public,ES-2015-2826329,FOU-CL-10002513,Fournitures de bureau,5-8-15,9-8-15,9.78,2,2.34,0.0
2396,DL-13180,Entreprise,ES-2013-3075765,PRO-TÉ-10001561,Produits technologiques,11-7-13,14-7-13,246.024,2,65.6,0.1
2397,TA-20815,Entreprise,ES-2014-1123163,FOU-PA-10002243,Fournitures de bureau,25-4-14,2-5-14,142.5,5,14.25,0.0
2398,TA-20815,Entreprise,ES-2014-1123163,FOU-AR-10002644,Fournitures de bureau,25-4-14,2-5-14,99.72,2,0.0,0.0
2399,RC-19900,Grand public,ES-2014-2435824,MOB-ME-10000589,Mobilier,21-8-14,26-8-14,23.4,1,7.23,0.0
2400,HP-15760,Petite et moyenne entreprise,ES-2015-3632460,MOB-ME-10000398,Mobilier,5-2-15,7-2-15,170.28,4,30.6,0.0
2401,HP-15760,Petite et moyenne entreprise,ES-2015-3632460,FOU-CL-10004490,Fournitures de bureau,5-2-15,7-2-15,101.76,2,46.8,0.0
2402,HP-15760,Petite et moyenne entreprise,ES-2015-3632460,MOB-CH-10002250,Mobilier,5-2-15,7-2-15,380.16,5,-21.24,0.1
2403,HP-15760,Petite et moyenne entreprise,ES-2015-3632460,MOB-CH-10003779,Mobilier,5-2-15,7-2-15,107.676,2,13.12,0.1
2404,RC-19915,Grand public,IT-2012-5721470,PRO-PH-10004067,Produits technologiques,9-6-12,10-6-12,667.539,3,-31.49,0.15
2405,NR-18160,Grand public,ES-2014-5912307,FOU-CL-10004896,Fournitures de bureau,17-1-14,21-1-14,258.9,5,46.5,0.0
2406,NR-18160,Grand public,ES-2014-5912307,FOU-CL-10001465,Fournitures de bureau,17-1-14,21-1-14,88.56,8,27.36,0.0
2407,FM-14365,Entreprise,ES-2013-2511184,PRO-MA-10004314,Produits technologiques,24-9-13,30-9-13,40.316,1,9.0,0.15
2408,VC-21670,Grand public,IT-2014-1488039,FOU-ST-10000890,Fournitures de bureau,26-12-14,28-12-14,169.38,3,42.3,0.0
2409,VC-21670,Grand public,IT-2014-1488039,FOU-AR-10004518,Fournitures de bureau,26-12-14,28-12-14,26.37,1,10.8,0.0
2410,VC-21670,Grand public,IT-2014-1488039,MOB-BI-10001432,Mobilier,26-12-14,28-12-14,249.72,2,97.38,0.0
2411,VC-21670,Grand public,IT-2014-1488039,FOU-ST-10003984,Fournitures de bureau,26-12-14,28-12-14,852.48,6,136.26,0.0
2412,FG-14185,Grand public,ES-2015-4151895,MOB-CH-10001129,Mobilier,1-5-15,4-5-15,373.896,3,41.53,0.1
2413,MH-17590,Entreprise,ES-2013-1632329,FOU-EN-10001209,Fournitures de bureau,17-12-13,19-12-13,19.8,2,7.92,0.0
2414,SG-20425,Petite et moyenne entreprise,IT-2013-2666705,FOU-ST-10000473,Fournitures de bureau,23-8-13,29-8-13,206.604,4,-7.0,0.1
2415,SG-20425,Petite et moyenne entreprise,IT-2013-2666705,FOU-FO-10002096,Fournitures de bureau,23-8-13,29-8-13,126.927,3,12.63,0.1
2416,SG-20425,Petite et moyenne entreprise,IT-2013-2666705,FOU-AR-10004236,Fournitures de bureau,23-8-13,29-8-13,338.31,7,-7.56,0.1
2417,SG-20425,Petite et moyenne entreprise,IT-2013-2666705,FOU-AR-10002763,Fournitures de bureau,23-8-13,29-8-13,131.76,5,-7.44,0.1
2418,SG-20425,Petite et moyenne entreprise,IT-2013-2666705,FOU-ÉL-10000776,Fournitures de bureau,23-8-13,29-8-13,151.632,9,9.88,0.1
2419,SG-20425,Petite et moyenne entreprise,IT-2013-2666705,FOU-AR-10003219,Fournitures de bureau,23-8-13,29-8-13,171.288,4,-9.55,0.1
2420,SG-20425,Petite et moyenne entreprise,IT-2013-2666705,PRO-AC-10003235,Produits technologiques,23-8-13,29-8-13,222.777,1,4.95,0.1
2421,LA-16435,Grand public,ES-2015-1726240,FOU-AR-10003938,Fournitures de bureau,7-4-15,11-4-15,218.16,4,104.64,0.0
2422,LA-16435,Grand public,ES-2015-1726240,FOU-CL-10004922,Fournitures de bureau,7-4-15,11-4-15,13.62,2,3.78,0.0
2423,LA-16435,Grand public,ES-2015-1726240,PRO-TÉ-10003121,Produits technologiques,7-4-15,11-4-15,346.74,2,135.18,0.0
2424,LA-16435,Grand public,ES-2015-1726240,FOU-ÉT-10002489,Fournitures de bureau,7-4-15,11-4-15,8.34,2,2.28,0.0
2425,LA-16435,Grand public,ES-2015-1726240,FOU-ST-10003149,Fournitures de bureau,7-4-15,11-4-15,260.28,5,78.03,0.1
2426,LA-16435,Grand public,ES-2015-1726240,FOU-ÉL-10000267,Fournitures de bureau,7-4-15,11-4-15,33.21,3,6.57,0.0
2427,MM-17335,Petite et moyenne entreprise,ES-2015-1366621,PRO-AC-10003659,Produits technologiques,19-6-15,25-6-15,800.64,8,144.0,0.0
2428,CQ-12130,Grand public,ES-2014-3709304,FOU-FO-10000057,Fournitures de bureau,17-9-14,23-9-14,81.18,6,-42.3,0.5
2429,CQ-12130,Grand public,ES-2014-3709304,FOU-FO-10000879,Fournitures de bureau,17-9-14,23-9-14,86.25,5,-46.65,0.5
2430,CQ-12130,Grand public,ES-2014-3709304,MOB-ME-10000589,Mobilier,17-9-14,23-9-14,35.1,3,-13.41,0.5
2431,TD-20935,Grand public,ES-2014-4265843,MOB-BI-10003392,Mobilier,4-2-14,8-2-14,154.143,1,13.68,0.1
2432,FR-14155,Grand public,IT-2013-4143231,MOB-BI-10003777,Mobilier,26-9-13,3-10-13,364.74,2,-124.02,0.5
2433,HB-15490,Grand public,ES-2012-1119145,FOU-CL-10001906,Fournitures de bureau,17-12-12,24-12-12,17.52,2,8.04,0.0
2434,AR-11395,Entreprise,ES-2012-4509445,FOU-ÉL-10001086,Fournitures de bureau,10-3-12,17-3-12,28.14,2,10.38,0.0
2435,TA-20860,Entreprise,IT-2012-3462831,FOU-ÉL-10000051,Fournitures de bureau,25-6-12,1-7-12,17.955,3,-17.32,0.5
2436,OM-18625,Entreprise,ES-2014-5670479,FOU-AR-10004414,Fournitures de bureau,19-7-14,24-7-14,13.2,1,0.24,0.0
2437,OM-18625,Entreprise,ES-2014-5670479,FOU-ST-10002787,Fournitures de bureau,19-7-14,24-7-14,127.467,1,22.65,0.1
2438,OM-18625,Entreprise,ES-2014-5670479,FOU-CL-10004542,Fournitures de bureau,19-7-14,24-7-14,98.88,8,9.84,0.0
2439,LM-16765,Grand public,ES-2013-2418365,FOU-ST-10002565,Fournitures de bureau,21-5-13,26-5-13,312.498,6,55.46,0.1
2440,LM-16765,Grand public,ES-2013-2418365,PRO-MA-10002837,Produits technologiques,21-5-13,26-5-13,792.005,3,214.29,0.15
2441,LM-16765,Grand public,ES-2013-2418365,MOB-ME-10001366,Mobilier,21-5-13,26-5-13,333.54,3,156.69,0.0
2442,FL-14275,Entreprise,ES-2015-2042093,PRO-AC-10001316,Produits technologiques,13-6-15,20-6-15,169.92,2,73.02,0.0
2443,IR-15820,Grand public,ES-2013-3540273,FOU-ÉL-10000218,Fournitures de bureau,24-11-13,29-11-13,64.56,4,10.92,0.0
2444,IR-15820,Grand public,ES-2013-3540273,MOB-CH-10002029,Mobilier,24-11-13,29-11-13,118.8,2,-10.44,0.2
2445,IR-15820,Grand public,ES-2013-3540273,FOU-AR-10001436,Fournitures de bureau,24-11-13,29-11-13,73.5,5,14.7,0.0
2446,IR-15820,Grand public,ES-2013-3540273,FOU-ÉL-10004442,Fournitures de bureau,24-11-13,29-11-13,1239.0,4,0.0,0.0
2447,IR-15820,Grand public,ES-2013-3540273,FOU-AR-10002773,Fournitures de bureau,24-11-13,29-11-13,22.62,2,1.98,0.0
2448,SG-20275,Grand public,ES-2012-1520567,FOU-ST-10004768,Fournitures de bureau,20-4-12,26-4-12,359.64,3,31.95,0.1
2449,PC-18820,Grand public,ES-2014-1929857,FOU-FO-10002466,Fournitures de bureau,18-4-14,23-4-14,83.79,3,34.29,0.0
2450,SP-20590,Grand public,ES-2012-4709704,FOU-AR-10000028,Fournitures de bureau,22-9-12,29-9-12,304.38,6,97.38,0.0
2451,SP-20590,Grand public,ES-2012-4709704,PRO-MA-10002431,Produits technologiques,22-9-12,29-9-12,115.11,3,2.25,0.0
2452,TS-21040,Petite et moyenne entreprise,ES-2012-3581861,FOU-CL-10003055,Fournitures de bureau,12-9-12,18-9-12,26.64,2,10.92,0.0
2453,TS-21040,Petite et moyenne entreprise,ES-2012-3581861,FOU-AR-10002093,Fournitures de bureau,12-9-12,18-9-12,111.0,5,9.9,0.0
2454,TS-21040,Petite et moyenne entreprise,ES-2012-3581861,FOU-ST-10000468,Fournitures de bureau,12-9-12,18-9-12,152.964,2,-99.46,0.4
2455,FC-14545,Entreprise,ES-2014-5310113,MOB-CH-10002280,Mobilier,25-9-14,29-9-14,268.164,4,83.36,0.1
2456,FC-14545,Entreprise,ES-2014-5310113,MOB-BI-10001989,Mobilier,25-9-14,29-9-14,460.971,3,-5.14,0.1
2457,CM-12745,Entreprise,ES-2013-2617664,PRO-AC-10000553,Produits technologiques,28-12-13,3-1-14,139.59,3,59.94,0.0
2458,AA-11470,Entreprise,IT-2015-2376562,FOU-CL-10004240,Fournitures de bureau,9-9-15,15-9-15,45.15,7,11.55,0.0
2459,AA-11470,Entreprise,IT-2015-2376562,FOU-ST-10001643,Fournitures de bureau,9-9-15,15-9-15,64.2,4,6.36,0.0
2460,OM-18625,Entreprise,ES-2015-1779830,FOU-EN-10004744,Fournitures de bureau,6-11-15,11-11-15,199.92,4,93.96,0.0
2461,OM-18625,Entreprise,ES-2015-1779830,FOU-EN-10004350,Fournitures de bureau,6-11-15,11-11-15,80.7,5,35.4,0.0
2462,OM-18625,Entreprise,ES-2015-1779830,FOU-ÉL-10004090,Fournitures de bureau,6-11-15,11-11-15,33.0,4,14.16,0.0
2463,OM-18625,Entreprise,ES-2015-1779830,MOB-ME-10000084,Mobilier,6-11-15,11-11-15,549.75,5,60.45,0.0
2464,OM-18625,Entreprise,ES-2015-1779830,FOU-AR-10004326,Fournitures de bureau,6-11-15,11-11-15,103.26,2,17.52,0.0
2465,OM-18625,Entreprise,ES-2015-1779830,PRO-TÉ-10002743,Produits technologiques,6-11-15,11-11-15,109.242,1,-32.78,0.4
2466,MF-17920,Grand public,ES-2015-5291112,FOU-CL-10004792,Fournitures de bureau,23-5-15,25-5-15,31.68,2,2.52,0.0
2467,MF-17920,Grand public,ES-2015-5291112,FOU-AR-10002861,Fournitures de bureau,23-5-15,25-5-15,77.49,3,27.09,0.0
2468,MF-17920,Grand public,ES-2015-5291112,FOU-CL-10002674,Fournitures de bureau,23-5-15,25-5-15,27.3,2,3.78,0.0
2469,PM-19135,Petite et moyenne entreprise,ES-2015-5281275,FOU-ÉT-10004602,Fournitures de bureau,9-4-15,14-4-15,19.98,3,9.36,0.0
2470,AL-10030,Entreprise,ES-2015-5295631,MOB-BI-10003424,Mobilier,18-7-15,18-7-15,1100.52,3,352.08,0.0
2471,BA-11800,Petite et moyenne entreprise,ES-2013-1211810,FOU-ST-10001990,Fournitures de bureau,29-6-13,4-7-13,559.872,3,43.54,0.1
2472,BL-11710,Grand public,ES-2013-1929989,FOU-AR-10002861,Fournitures de bureau,20-12-13,27-12-13,180.81,7,63.21,0.0
2473,BL-11710,Grand public,ES-2013-1929989,FOU-ÉT-10000355,Fournitures de bureau,20-12-13,27-12-13,26.88,4,6.72,0.0
2474,BL-11710,Grand public,ES-2013-1929989,FOU-ÉL-10003175,Fournitures de bureau,20-12-13,27-12-13,2811.45,5,702.75,0.0
2475,PH-18730,Grand public,ES-2015-5891109,PRO-MA-10001819,Produits technologiques,20-11-15,24-11-15,291.924,4,12.92,0.1
2476,PH-18730,Grand public,ES-2015-5891109,FOU-FO-10000838,Fournitures de bureau,20-11-15,24-11-15,162.12,7,77.7,0.0
2477,PH-18730,Grand public,ES-2015-5891109,MOB-ME-10003873,Mobilier,20-11-15,24-11-15,102.78,2,29.76,0.0
2478,PH-18730,Grand public,ES-2015-5891109,FOU-ÉT-10004472,Fournitures de bureau,20-11-15,24-11-15,100.17,9,24.84,0.0
2479,PH-18730,Grand public,ES-2015-5891109,FOU-CL-10004615,Fournitures de bureau,20-11-15,24-11-15,84.69,3,0.0,0.0
2480,PH-18730,Grand public,ES-2015-5891109,PRO-PH-10002835,Produits technologiques,20-11-15,24-11-15,2056.95,7,431.76,0.0
2481,TD-15235,Grand public,ES-2012-3832823,PRO-PH-10001725,Produits technologiques,9-3-12,12-3-12,125.85,1,59.13,0.0
2482,TD-15235,Grand public,ES-2012-3832823,FOU-AR-10004906,Fournitures de bureau,9-3-12,12-3-12,96.57,3,36.63,0.0
2483,TD-15235,Grand public,ES-2012-3832823,FOU-ST-10003586,Fournitures de bureau,9-3-12,12-3-12,104.49,5,26.64,0.1
2484,TD-15235,Grand public,ES-2012-3832823,FOU-EN-10004390,Fournitures de bureau,9-3-12,12-3-12,93.84,2,20.64,0.0
2485,SH-20440,Entreprise,ES-2012-2911640,MOB-BI-10002290,Mobilier,28-6-12,3-7-12,246.9,2,34.56,0.0
2486,PV-19075,Grand public,IT-2013-1941104,PRO-TÉ-10001382,Produits technologiques,11-6-13,15-6-13,341.475,5,-341.48,0.5
2487,FL-14140,Petite et moyenne entreprise,ES-2013-1763830,FOU-FO-10002003,Fournitures de bureau,27-4-13,28-4-13,33.795,3,-1.4,0.5
2488,FL-14140,Petite et moyenne entreprise,ES-2013-1763830,FOU-ST-10000223,Fournitures de bureau,27-4-13,28-4-13,38.76,2,-12.6,0.6
2489,PD-19015,Grand public,ES-2013-5912233,FOU-PA-10002854,Fournitures de bureau,19-9-13,19-9-13,26.88,2,4.02,0.0
2490,PD-19015,Grand public,ES-2013-5912233,PRO-PH-10004898,Produits technologiques,19-9-13,19-9-13,296.64,2,133.44,0.0
2491,AL-11515,Grand public,ES-2014-4550309,FOU-AR-10000607,Fournitures de bureau,7-6-14,11-6-14,76.05,3,20.52,0.0
2492,AL-11515,Grand public,ES-2014-4550309,FOU-AR-10004477,Fournitures de bureau,7-6-14,11-6-14,211.89,7,72.03,0.0
2493,AL-11515,Grand public,ES-2014-4550309,PRO-AC-10002916,Produits technologiques,7-6-14,11-6-14,277.92,6,41.58,0.0
2494,MJ-17320,Petite et moyenne entreprise,ES-2015-5838092,FOU-ST-10002953,Fournitures de bureau,7-11-15,11-11-15,396.9,2,178.56,0.0
2495,RL-19690,Grand public,IT-2014-3331737,FOU-AR-10003356,Fournitures de bureau,24-7-14,28-7-14,318.36,7,9.45,0.0
2496,GC-15340,Grand public,ES-2015-1280356,FOU-AR-10003446,Fournitures de bureau,27-11-15,4-12-15,207.12,4,76.56,0.0
2497,GF-14845,Grand public,ES-2012-4731879,FOU-AR-10003254,Fournitures de bureau,21-12-12,23-12-12,38.4,2,8.82,0.0
2498,RP-19825,Grand public,ES-2015-2214786,MOB-ME-10003824,Mobilier,3-1-15,7-1-15,402.48,8,152.88,0.0
2499,RP-19825,Grand public,ES-2015-2214786,FOU-CL-10000424,Fournitures de bureau,3-1-15,7-1-15,58.08,4,2.28,0.0
2500,LG-16675,Entreprise,IT-2015-2147306,FOU-ÉT-10004018,Fournitures de bureau,16-9-15,20-9-15,101.25,9,18.09,0.0
2501,LG-16675,Entreprise,IT-2015-2147306,FOU-ST-10000848,Fournitures de bureau,16-9-15,20-9-15,1388.73,7,680.4,0.0
2502,LG-16675,Entreprise,IT-2015-2147306,PRO-PH-10004721,Produits technologiques,16-9-15,20-9-15,650.7,5,169.05,0.0
2503,AG-10195,Entreprise,ES-2015-5167464,FOU-ÉT-10002399,Fournitures de bureau,17-1-15,21-1-15,17.28,2,2.04,0.0
2504,SC-20200,Grand public,ES-2012-3249098,PRO-MA-10001583,Produits technologiques,4-5-12,8-5-12,1413.45,5,502.5,0.1
2505,HL-15535,Grand public,ES-2015-1734818,PRO-AC-10000715,Produits technologiques,17-12-15,23-12-15,220.44,2,39.66,0.0
2506,HL-15535,Grand public,ES-2015-1734818,FOU-CL-10000456,Fournitures de bureau,17-12-15,23-12-15,101.1,2,11.1,0.0
2507,HL-15535,Grand public,ES-2015-1734818,FOU-CL-10002696,Fournitures de bureau,17-12-15,23-12-15,30.96,2,8.64,0.0
2508,FB-14215,Entreprise,ES-2015-2629745,MOB-BI-10001432,Mobilier,4-8-15,10-8-15,124.86,1,48.69,0.0
2509,FB-14215,Entreprise,ES-2015-2629745,FOU-ÉL-10003874,Fournitures de bureau,4-8-15,10-8-15,11.43,1,4.89,0.0
2510,GG-15250,Grand public,ES-2012-2969148,FOU-ÉL-10004844,Fournitures de bureau,11-8-12,16-8-12,113.88,2,34.14,0.0
2511,GG-15250,Grand public,ES-2012-2969148,FOU-ÉT-10001085,Fournitures de bureau,11-8-12,16-8-12,32.28,4,4.44,0.0
2512,GG-15250,Grand public,ES-2012-2969148,FOU-AR-10000415,Fournitures de bureau,11-8-12,16-8-12,118.2,4,0.0,0.0
2513,GG-15250,Grand public,ES-2012-2969148,PRO-MA-10001488,Produits technologiques,11-8-12,16-8-12,48.096,2,-20.06,0.4
2514,GG-15250,Grand public,ES-2012-2969148,FOU-ST-10003042,Fournitures de bureau,11-8-12,16-8-12,111.078,3,-61.18,0.4
2515,DT-13495,Entreprise,ES-2014-5820516,FOU-ÉL-10002990,Fournitures de bureau,3-1-14,5-1-14,970.272,2,215.59,0.1
2516,RD-20140,Entreprise,ES-2012-2994694,FOU-AR-10001661,Fournitures de bureau,29-4-12,3-5-12,93.48,2,43.92,0.0
2517,MC-16930,Entreprise,ES-2015-4863518,FOU-FO-10000057,Fournitures de bureau,20-9-15,22-9-15,108.24,4,25.92,0.0
2518,AL-10885,Grand public,ES-2015-4032097,FOU-ÉT-10004686,Fournitures de bureau,9-4-15,12-4-15,25.2,3,0.18,0.0
2519,AL-10885,Grand public,ES-2015-4032097,FOU-CL-10003491,Fournitures de bureau,9-4-15,12-4-15,90.36,3,17.1,0.0
2520,AL-10885,Grand public,ES-2015-4032097,FOU-CL-10000157,Fournitures de bureau,9-4-15,12-4-15,14.82,1,6.66,0.0
2521,AL-10885,Grand public,ES-2015-4032097,FOU-ST-10003956,Fournitures de bureau,9-4-15,12-4-15,1244.187,7,-13.92,0.1
2522,AL-10885,Grand public,ES-2015-4032097,FOU-ÉT-10004680,Fournitures de bureau,9-4-15,12-4-15,33.57,3,3.96,0.0
2523,AG-11125,Petite et moyenne entreprise,ES-2013-2530119,FOU-CL-10000997,Fournitures de bureau,22-11-13,26-11-13,14.4,3,6.57,0.0
2524,FC-14545,Entreprise,ES-2014-3499281,PRO-AC-10002879,Produits technologiques,12-11-14,13-11-14,325.08,9,64.8,0.0
2525,FC-14545,Entreprise,ES-2014-3499281,FOU-ÉL-10000332,Fournitures de bureau,12-11-14,13-11-14,20.58,2,1.44,0.0
2526,MB-17125,Grand public,IT-2015-2751929,MOB-CH-10003379,Mobilier,17-4-15,23-4-15,157.98,4,-63.3,0.5
2527,MB-17125,Grand public,IT-2015-2751929,FOU-CL-10000379,Fournitures de bureau,17-4-15,23-4-15,11.19,2,-5.43,0.5
2528,CL-12700,Petite et moyenne entreprise,ES-2013-5613626,MOB-CH-10003401,Mobilier,22-1-13,26-1-13,150.57,3,-48.24,0.5
2529,NG-18190,Grand public,ES-2014-4017249,MOB-ME-10000080,Mobilier,7-2-14,11-2-14,127.26,3,19.08,0.0
2530,NG-18190,Grand public,ES-2014-4017249,PRO-PH-10001000,Produits technologiques,7-2-14,11-2-14,950.22,3,208.98,0.0
2531,MG-17665,Entreprise,ES-2012-1001989,FOU-CL-10002162,Fournitures de bureau,11-3-12,14-3-12,228.906,9,27.76,0.1
2532,AC-10870,Grand public,ES-2015-5714196,FOU-AR-10001382,Fournitures de bureau,14-6-15,17-6-15,66.6,6,15.84,0.0
2533,AC-10870,Grand public,ES-2015-5714196,MOB-TA-10003856,Mobilier,14-6-15,17-6-15,2291.835,7,-1128.43,0.35
2534,BF-12010,Grand public,ES-2014-4732219,PRO-MA-10004137,Produits technologiques,2-8-14,2-8-14,171.36,4,-2.04,0.15
2535,ÉV-14110,Grand public,ES-2015-4385660,MOB-CH-10000059,Mobilier,20-9-15,23-9-15,680.76,4,258.6,0.0
2536,ÉV-14110,Grand public,ES-2015-4385660,FOU-FO-10001550,Fournitures de bureau,20-9-15,23-9-15,131.76,3,48.69,0.0
2537,ÉV-14110,Grand public,ES-2015-4385660,FOU-EN-10002531,Fournitures de bureau,20-9-15,23-9-15,31.92,2,1.86,0.0
2538,EF-14050,Grand public,ES-2012-4335650,FOU-FO-10002496,Fournitures de bureau,29-12-12,4-1-13,87.96,2,19.32,0.0
2539,MJ-17320,Petite et moyenne entreprise,ES-2014-5430201,FOU-ÉL-10000051,Fournitures de bureau,6-8-14,11-8-14,35.91,3,0.63,0.0
2540,MJ-17320,Petite et moyenne entreprise,ES-2014-5430201,FOU-EN-10000109,Fournitures de bureau,6-8-14,11-8-14,32.22,3,3.78,0.0
2541,MJ-17320,Petite et moyenne entreprise,ES-2014-5430201,FOU-ST-10002526,Fournitures de bureau,6-8-14,11-8-14,110.592,4,-2.57,0.1
2542,VC-21490,Grand public,ES-2015-1749985,FOU-AR-10002732,Fournitures de bureau,12-5-15,15-5-15,107.4,2,0.0,0.0
2543,VC-21490,Grand public,ES-2015-1749985,FOU-ÉL-10001768,Fournitures de bureau,12-5-15,15-5-15,224.289,3,87.22,0.1
2544,VC-21490,Grand public,ES-2015-1749985,FOU-CL-10000557,Fournitures de bureau,12-5-15,15-5-15,10.68,2,4.32,0.0
2545,VC-21490,Grand public,ES-2015-1749985,FOU-ÉL-10000223,Fournitures de bureau,12-5-15,15-5-15,1533.33,3,-34.11,0.1
2546,CM-12865,Grand public,ES-2013-3362320,PRO-TÉ-10001298,Produits technologiques,29-8-13,31-8-13,719.07,11,273.24,0.0
2547,ÉG-14095,Entreprise,IT-2015-1082723,PRO-PH-10003313,Produits technologiques,17-3-15,22-3-15,856.44,6,385.38,0.0
2548,ÉG-14095,Entreprise,IT-2015-1082723,PRO-MA-10000149,Produits technologiques,17-3-15,22-3-15,485.28,4,29.04,0.0
2549,SB-20185,Grand public,ES-2014-1030020,PRO-PH-10000444,Produits technologiques,1-7-14,7-7-14,963.9,5,231.3,0.0
2550,SB-20185,Grand public,ES-2014-1030020,FOU-CL-10004987,Fournitures de bureau,1-7-14,7-7-14,255.45,5,73.95,0.0
2551,GJ-15265,Entreprise,ES-2014-2373889,MOB-ME-10004360,Mobilier,12-12-14,17-12-14,97.74,2,43.98,0.0
2552,NH-18070,Petite et moyenne entreprise,ES-2014-2481532,MOB-ME-10001529,Mobilier,20-2-14,27-2-14,749.49,7,307.23,0.0
2553,NH-18070,Petite et moyenne entreprise,ES-2014-2481532,FOU-CL-10003671,Fournitures de bureau,20-2-14,27-2-14,61.56,9,12.69,0.0
2554,NH-18070,Petite et moyenne entreprise,ES-2014-2481532,MOB-CH-10001908,Mobilier,20-2-14,27-2-14,428.544,8,-225.22,0.6
2555,NH-18070,Petite et moyenne entreprise,ES-2014-2481532,FOU-CL-10002872,Fournitures de bureau,20-2-14,27-2-14,41.49,3,15.3,0.0
2556,NH-18070,Petite et moyenne entreprise,ES-2014-2481532,FOU-CL-10004434,Fournitures de bureau,20-2-14,27-2-14,73.05,5,24.0,0.0
2557,GL-15085,Grand public,ES-2013-4556851,FOU-CL-10002834,Fournitures de bureau,19-6-13,21-6-13,198.45,7,59.43,0.0
2558,FB-14350,Grand public,ES-2015-1083419,FOU-ST-10002819,Fournitures de bureau,30-12-15,3-1-16,39.42,2,2.34,0.0
2559,FC-14395,Entreprise,ES-2015-3185757,FOU-ÉL-10001306,Fournitures de bureau,14-2-15,14-2-15,106.272,3,11.77,0.1
2560,FC-14395,Entreprise,ES-2015-3185757,PRO-MA-10002074,Produits technologiques,14-2-15,14-2-15,268.62,1,91.32,0.0
2561,OL-18550,Grand public,ES-2015-2905780,FOU-ÉL-10004587,Fournitures de bureau,19-4-15,19-4-15,116.76,7,57.12,0.0
